Segment,Restaurant Name,Phone,Website,Cuisine,Rating,Reviews,Price Level,Address,Value Proposition
"Family-Friendly Upsell","Culver’s","(346) 338-0646","http://www.culvers.com/restaurants/fulshear-tx-flewellen-way/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places","American",4.4,777,"BUDGET","6677 Flewellen Way","Your kids deals are live! Upgrade to Premium for $199/month to get featured placement, priority search results, and 3x more clicks. Limited spots available."
"Family-Friendly Upsell","Bucces Katy","","","American",,,"MODERATE","4306 Camden Lakes St","Your kids deals are live! Upgrade to Premium for $199/month to get featured placement, priority search results, and 3x more clicks. Limited spots available."
"Featured Placement Candidates","Mala Sichuan Bistro","(281) 665-3300","https://www.malasichuan.com/","Restaurant",4.6,1210,"MODERATE","23119 Colonial Pkwy Suite C1","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Phat Eatery - Katy","(832) 412-2927","https://www.phateatery.com/","Restaurant",4.6,2091,"MODERATE","23119 Colonial Pkwy suite b-2","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Haidilao Hot Pot Katy","(832) 802-6666","https://www.superhiinternational.com/serve/storeSearch","Restaurant",4.7,2008,"MODERATE","23220 Grand Cir Blvd #100","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Supreme Dumplings (Katy)","(877) 827-4150","https://www.supreme-dumplings.com/","Restaurant",4.7,137,"MODERATE","23119 Colonial Pkwy A12","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Ten Seconds Yunnan Rice Noodle 十秒到雲南過橋米缐","(281) 810-7777","https://tensecondsnoodlekaty.com/","Restaurant",4.7,708,"MODERATE","23119 Colonial Pkwy Suite C-6","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Loves Dumpling House 梁妈妈手工水饺","(832) 921-7263","https://www.lovesdumplinghouse.com/","Restaurant",4.7,422,"MODERATE","2944 S Mason Rd Ste P","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Uncle Chin's Kitchen","(832) 437-3273","http://www.unclechinkitchen.com/","Restaurant",4.9,692,"MODERATE","1520 S Mason Rd #A","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Taste of China 湘浙汇","(281) 783-8888","http://www.tasteofchinakaty.com/","Restaurant",4.6,167,"UPSCALE","23015 Colonial Pkwy Ste B207","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Kokai Sushi and Lounge","(346) 387-9876","http://www.kokaihouston.com/","Bar",4.6,1841,"MODERATE","2404 Texmati Dr #101","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Gyu-Kaku Japanese BBQ","(832) 767-0753","https://www.gyu-kaku.com/houston/","Bar",4.6,3176,"MODERATE","11301 Katy Fwy","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","StoneAge","(832) 321-5319","https://stoneagegrill.com/","Bar",4.8,970,"MODERATE","20940 Katy Fwy C","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Yummy Quan - Hu Tieu Nam Vang","(346) 387-9496","https://www.yummyhu.com/","Restaurant",4.8,316,"MODERATE","1223 Grand W Blvd Ste B108","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Corner 99 Viet Kitchen","(832) 321-3546","https://www.cor99.com/","Bar",4.7,448,"BUDGET","1215 Grand W Blvd Ste C1","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Pho Binh","(832) 437-9486","https://phobinhkaty.com/?utm_source=google","Restaurant",4.6,380,"MODERATE","25621 Nelson Way suite 130","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Vietnam Bistro","(832) 437-3178","https://vietnambistrokaty.com/","Restaurant",4.5,321,"MODERATE","27252 Katy Fwy Suite 200","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Chocho Hot Pot Katy Premium All You Can Eat","(832) 585-8888","https://www.chochohotpot.com/katy","Restaurant",4.5,286,"MODERATE","22811 Mercantile Pkwy","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Giau bar n bites","(281) 944-9169","https://www.giaubarandbites.com/","Bar",4.6,172,"MODERATE","1215 Grand W Blvd Ste C7","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","TikkaTemple Restaurant & Catering","(346) 355-8889","https://tikkatemple.com/","Restaurant",4.7,606,"MODERATE","1315 Grand Pkwy Ste #116A","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Gringo's Mexican Kitchen {Katy}","(832) 437-4996","http://www.gringostexmex.com/","Restaurant",4.6,2917,"MODERATE","230 W Grand Pkwy S","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Pappasito's Cantina","(713) 468-1913","https://pappasitos.com/","Restaurant",4.5,6341,"MODERATE","10409 Interstate 10 Frontage Rd","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Jos Brisket","(832) 552-0702","","Restaurant",4.7,203,"MODERATE","5345 E 3rd St Suite 100","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Twin Peaks","(281) 888-3724","https://twinpeaksrestaurant.com/locations/i-10-kirkwood-tx","Bar",4.5,6116,"MODERATE","11335 Katy Fwy","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Carrabba's Italian Grill","(281) 665-1320","https://locations.carrabbas.com/texas/katy/6501-fry-road?y_source=1_MTU1MDI5NjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","Bar,Meal Takeaway",4.5,2658,"MODERATE","6501 S Fry Rd","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Little Italy Restaurant","(346) 696-7910","https://www.littleitalyktx.com/","Restaurant",4.5,150,"MODERATE","24449 Katy Fwy #700","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Pappadeaux Seafood Kitchen","(713) 722-0221","https://pappadeaux.com/","Restaurant",4.5,6989,"UPSCALE","10499 Interstate 10 Frontage Rd","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Truluck's Ocean's Finest Seafood & Crab","(713) 783-7270","https://trulucks.com/locations/houston-texas/","Restaurant",4.6,2840,"PREMIUM","5350 Westheimer Rd","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","III Forks Steakhouse","(945) 299-1776","https://www.3forks.com/","Restaurant",4.7,106,"MODERATE","5100 Belt Line Rd Suite 800","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Another Broken Egg Cafe","(281) 717-4065","https://www.anotherbrokenegg.com/locations/katy-tx/","Restaurant",4.7,2738,"MODERATE","20950 Katy Fwy","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Aladdin Mediterranean cuisine","(713) 942-2321","https://aladdinshouston.com/","Restaurant",4.6,2844,"MODERATE","912 Westheimer Rd","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Featured Placement Candidates","Shawarma Del Valle","(832) 939-0175","https://shawarmadelvalle.com/","Restaurant",4.8,114,"BUDGET","1117 S Mason Rd","You're already a top-rated restaurant in Katy. Get featured placement for $99/month and capture customers actively searching for the best dining options."
"Phone-Only Quick Wins","Mena Plaza","(281) 204-3963","","American",,,"MODERATE","25820 Clay Rd","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Taco Express","(832) 887-0943","","American",4.8,13,"MODERATE","2855 Katy Hockley Cut Off Rd","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","El Norteño Pollos Asados Estilo Monterrey (Charcoal cooked chicken, Mexican food)","(832) 875-2018","","Mexican",4,80,"MODERATE","2855 Katy Hockley Cut Off Rd","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","La Pantera Rosa","(832) 526-5265","","American",4.8,5,"MODERATE","2855 Katy Hockley Cut Off Rd","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Island Twist 473","(929) 247-6865","","American",,,"MODERATE","28047 Stockdick School Rd","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Doña Tere Meat Market","(281) 392-3644","","American",4,72,"MODERATE","5701 Franz Rd","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Taco Chile","(346) 390-1683","","American",4.4,40,"MODERATE","24001 Clay Rd","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Starbucks","(713) 955-5803","","Cafe",3.9,77,"MODERATE","2155 Katy Fort Bend Rd","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Please and Thank You Home Cooking","(832) 437-0579","","American",3.5,2,"MODERATE","5806 4th St","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Buchi's Pot","(747) 279-9392","","American",,,"MODERATE","3050 Upland Spring Trace","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","apricotecommcerce","(346) 770-9886","","American",,,"MODERATE","1727 Sonny Path Dr","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Cajun Comforts","(281) 908-9594","","Cajun",4.3,42,"MODERATE","5722 2nd St","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Juju’s Culture Kitchen","(786) 277-9153","","American",,,"MODERATE","4319 Whitefish Ln","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Hanamirolls","(786) 202-6235","","American",,,"MODERATE","3919 Windy Whisper Dr","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Local Spot","(832) 451-6710","","Bar & Grill",4.9,41,"MODERATE","6460 Cross Creek Bend Ln","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Asian Too","(281) 574-8338","","Asian",2.1,62,"MODERATE","5000 Katy Mills Cir Suite 840","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","El Vaquero","(281) 647-0227","","American",4.5,451,"BUDGET","2002 Fry Rd #100","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","E-Star Chinese Buffet Katy","(281) 398-8868","","Chinese",3.9,2951,"MODERATE","20235 Katy Fwy","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Pollo Bravo","(281) 392-0030","","American",3.8,164,"BUDGET","890 S Mason Rd","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","The Waterside Grill Company","(281) 346-1967","","American",4.6,13,"MODERATE","32611 FM 1093","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Maht Gaek Katy","(832) 437-6704","","Restaurant",,,"MODERATE","23119 Colonial Pkwy Suite B-14","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","TO SOC CHON 토속촌","(346) 387-9800","","Restaurant",4.4,255,"MODERATE","22453 Katy Fwy","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Biryani Pot Express Katy","(832) 437-7057","","Restaurant",3.8,46,"MODERATE","26440 FM 1093","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
"Phone-Only Quick Wins","Jos Brisket","(832) 552-0702","","Restaurant",4.7,203,"MODERATE","5345 E 3rd St Suite 100","We noticed you don't have a website. Get a free eKaty profile page that ranks on Google and drives calls to your restaurant. Upgrade to Pro for just $49/month to add special offers."
